codigo_municipio_ibge,municipio,uf,fase_ii,ano_inicio_observado_censo,intermitencia_observada_no_painel,ano_evento_institucional,ano_transicao,primeiro_ano_completo,ano_coorte_candidata,origem_coorte,anos_sensibilidade,anos_excluir_estimacao,tratamento_absorvente,tratamento_preexistente_painel,ever_treated,pode_ser_controle,n_pre_limpo,n_pos_disponivel,elegivel_temporal_2pre_3pos,elegivel_temporal_3pre_3pos,candidato_amostra_principal,motivo_exclusao_principal,validacao_institucional_individual,revisao_prioritaria,nivel_evidencia,status_institucional,status_timing,status_populacao_causal,motivo_decisao,fonte_decisao
1304062,Tabatinga,AM,True,2010,False,,,,2010.0,proxy_censo,,,True,False,True,False,3.0,9.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
1600279,Laranjal do Jari,AP,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2903904,Bom Jesus da Lapa,BA,True,2010,False,,,,2010.0,proxy_censo,,,True,False,True,False,3.0,9.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2910800,Feira de Santana,BA,True,2012,False,,,,2012.0,proxy_censo,,,True,False,True,False,5.0,7.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2913606,Ilhéus,BA,True,2012,False,,,,2012.0,proxy_censo,,,True,False,True,False,5.0,7.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2914604,Irecê,BA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2917508,Jacobina,BA,True,2012,False,,,,2012.0,proxy_censo,,,True,False,True,False,5.0,7.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2918001,Jequié,BA,True,2012,True,,,,,nao_aplicavel,2012,,False,False,True,False,,,False,False,False,"status_populacao_causal=sob_revisao: A auditoria de timing (docs/methodology/AUDITORIA_TIMING_TRATAMENTO.md) identifica uma unica interrupcao interna na flag de EPT federal ativa para este municipio, no mesmo campus (nao ha troca de entidade); o primeiro ano persistente ate 2019 e 2018. A queda observada de EPT ativa nao comprova encerramento operacional do campus: pode refletir apenas uma pausa administrativa na oferta curricular especifica classificada pelo Censo como 'EPT', nao um fechamento fisico. Sem validacao institucional externa que confirme fechamento ou reabertura, o municipio fica sob revisao e fora da amostra principal. 2012 (primeiro ano de EPT ativa observado antes da lacuna) fica registrado apenas como sensibilidade futura de uma especificacao ingenua absorvente, documentada mas nao estimada agora.",False,True,auditoria_local_dados,mesmo_campus_com_lacuna_observacional_de_ept_ativa_nao_confirmada_como_fechamento,intermitente_observacional_sem_validacao_institucional,sob_revisao,"A auditoria de timing (docs/methodology/AUDITORIA_TIMING_TRATAMENTO.md) identifica uma unica interrupcao interna na flag de EPT federal ativa para este municipio, no mesmo campus (nao ha troca de entidade); o primeiro ano persistente ate 2019 e 2018. A queda observada de EPT ativa nao comprova encerramento operacional do campus: pode refletir apenas uma pausa administrativa na oferta curricular especifica classificada pelo Censo como 'EPT', nao um fechamento fisico. Sem validacao institucional externa que confirme fechamento ou reabertura, o municipio fica sob revisao e fora da amostra principal. 2012 (primeiro ano de EPT ativa observado antes da lacuna) fica registrado apenas como sensibilidade futura de uma especificacao ingenua absorvente, documentada mas nao estimada agora.",auditoria_local_intermitencia_jequie
2924009,Paulo Afonso,BA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2929909,Seabra,BA,True,2012,False,,,,2012.0,proxy_censo,,,True,False,True,False,5.0,7.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2300200,Acaraú,CE,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2302800,Canindé,CE,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2304103,Crateús,CE,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2307601,Limoeiro do Norte,CE,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2311306,Quixadá,CE,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2312908,Sobral,CE,True,2011,False,2009.0,2009.0,2010.0,2010.0,institucional_validada,2008,2009,True,False,True,False,2.0,9.0,True,False,False,"status_populacao_causal=candidato_com_ressalva: A UnED Sobral do entao CEFET-CE foi criada pela Portaria MEC no 689, de 09/06/2008 (criacao administrativa, registrada como fato antecedente, nao como transicao operacional); a Lei 11.892, de 29/12/2008, transforma a unidade em Campus Sobral do IFCE; a inauguracao oficial ocorreu em 10/09/2009, tornando 2009 ano parcial. 2010 e o primeiro ano civil inteiramente exposto apos a inauguracao. Esses tres fatos (criacao administrativa 2008, transformacao legal dez/2008, inauguracao set/2009) sao complementares, nao contraditorios entre si; a aparente contradicao apontada em revisoes anteriores decorria da ausencia de fontes que distinguissem os tres eventos. Nenhuma das datas foi lida diretamente em Diario Oficial nesta revisao (vieram de resumo de busca sobre Wikipedia/IFCE); por isso o caso permanece com ressalva e em revisao prioritaria, nao classificado como candidato_principal.",True,True,indicio_secundario,criacao_administrativa_2008_e_inauguracao_oficial_2009_sao_fatos_distintos_nao_contraditorios,ano_parcial_documentado_com_revisao,candidato_com_ressalva,"A UnED Sobral do entao CEFET-CE foi criada pela Portaria MEC no 689, de 09/06/2008 (criacao administrativa, registrada como fato antecedente, nao como transicao operacional); a Lei 11.892, de 29/12/2008, transforma a unidade em Campus Sobral do IFCE; a inauguracao oficial ocorreu em 10/09/2009, tornando 2009 ano parcial. 2010 e o primeiro ano civil inteiramente exposto apos a inauguracao. Esses tres fatos (criacao administrativa 2008, transformacao legal dez/2008, inauguracao set/2009) sao complementares, nao contraditorios entre si; a aparente contradicao apontada em revisoes anteriores decorria da ausencia de fontes que distinguissem os tres eventos. Nenhuma das datas foi lida diretamente em Diario Oficial nesta revisao (vieram de resumo de busca sobre Wikipedia/IFCE); por isso o caso permanece com ressalva e em revisao prioritaria, nao classificado como candidato_principal.",revisao_institucional_sobral_ifce
5300108,Brasília,DF,True,2008,False,,,,,nao_aplicavel,,,False,False,True,False,,,False,False,False,"status_populacao_causal=excluido_principal: Planaltina e preexistente (absorvida pelo IFB em 29/12/2008); Brasilia/Gama/Samambaia/Taguatinga foram autorizados pela Portaria MEC 1.170/2010; Riacho Fundo/Taguatinga Centro/Sao Sebastiao pertencem a uma '3a etapa de expansao' rotulada pelo proprio IFB, distinta da Fase II; Ceilandia, Estrutural e Recanto das Emas chegam ainda depois (ate 2018). Nenhum ano unico municipal representa esse conjunto sem misturar fases administrativas diferentes. Exclusao nao significa ausencia de tratamento: o municipio pertence institucionalmente a Fase II e nunca pode servir de controle.",True,True,fonte_primaria_legislativa,multiplas_unidades_e_ondas_sob_um_codigo_ibge,nao_definivel_no_nivel_municipal,excluido_principal,"Planaltina e preexistente (absorvida pelo IFB em 29/12/2008); Brasilia/Gama/Samambaia/Taguatinga foram autorizados pela Portaria MEC 1.170/2010; Riacho Fundo/Taguatinga Centro/Sao Sebastiao pertencem a uma '3a etapa de expansao' rotulada pelo proprio IFB, distinta da Fase II; Ceilandia, Estrutural e Recanto das Emas chegam ainda depois (ate 2018). Nenhum ano unico municipal representa esse conjunto sem misturar fases administrativas diferentes. Exclusao nao significa ausencia de tratamento: o municipio pertence institucionalmente a Fase II e nunca pode servir de controle.",revisao_institucional_brasilia_multiplas_ondas
3200607,Aracruz,ES,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3202454,Ibatiba,ES,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3203205,Linhares,ES,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3203908,Nova Venécia,ES,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3205200,Vila Velha,ES,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
5201108,Anápolis,GO,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
5208004,Formosa,GO,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
5210208,Iporá,GO,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
5211503,Itumbiara,GO,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
5212501,Luziânia,GO,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
5221601,Uruaçu,GO,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2100204,Alcântara,MA,True,2008,False,2008.0,2008.0,2009.0,2009.0,institucional_validada,2010,2008,True,False,True,False,1.0,10.0,False,False,False,"status_populacao_causal=candidato_com_ressalva: Nucleo Avancado de Alcantara criado pela Resolucao CONDIR/CEFET-MA no 38/2007 (10/09/2007); primeiro semestre letivo comecou em 12/08/2008 com 115 alunos, tornando 2008 ano parcial. A propria pagina oficial do IFMA afirma que a autorizacao de funcionamento (janeiro de 2010) consolidou a unidade como parte da Fase II do Plano de Expansao. 2009 e o primeiro ano civil inteiramente exposto e usado como coorte candidata; 2010 (ano em que a unidade recebeu status pleno de Campus) fica registrado como sensibilidade. A Chamada Publica especifica de 2007 e o texto exato da autorizacao de funcionamento de 2010 nao foram lidos em fonte primaria (Diario Oficial) nesta revisao — por isso o caso permanece com ressalva e em revisao prioritaria.",True,True,fonte_institucional_oficial,evento_documentado_por_fonte_institucional_direta,ano_parcial_documentado,candidato_com_ressalva,"Nucleo Avancado de Alcantara criado pela Resolucao CONDIR/CEFET-MA no 38/2007 (10/09/2007); primeiro semestre letivo comecou em 12/08/2008 com 115 alunos, tornando 2008 ano parcial. A propria pagina oficial do IFMA afirma que a autorizacao de funcionamento (janeiro de 2010) consolidou a unidade como parte da Fase II do Plano de Expansao. 2009 e o primeiro ano civil inteiramente exposto e usado como coorte candidata; 2010 (ano em que a unidade recebeu status pleno de Campus) fica registrado como sensibilidade. A Chamada Publica especifica de 2007 e o texto exato da autorizacao de funcionamento de 2010 nao foram lidos em fonte primaria (Diario Oficial) nesta revisao — por isso o caso permanece com ressalva e em revisao prioritaria.",revisao_institucional_alcantara_ifma
2101202,Bacabal,MA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2101608,Barra do Corda,MA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2101707,Barreirinhas,MA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2103000,Caxias,MA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2108603,Pinheiro,MA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2111102,São João dos Patos,MA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
2112209,Timon,MA,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3101706,Almenara,MG,True,2011,False,,,,2011.0,proxy_censo,,,True,False,True,False,4.0,8.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3103405,Araçuaí,MG,True,2010,False,,,,2010.0,proxy_censo,,,True,False,True,False,3.0,9.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3104502,Arinos,MG,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3118601,Contagem,MG,True,2013,False,2012.0,2012.0,,,nao_aplicavel,2013,2012,False,False,True,False,,,False,False,False,"status_populacao_causal=sob_revisao: CEFET-MG Campus/UNED Contagem operou em espaco provisorio cedido pela FIEMG a partir do 1o semestre de 2012; a entidade so aparece no Censo Escolar a partir de 2013, defasagem tipica entre inicio real e primeira observacao administrativa. Nao ha confirmacao de que 2013 (nem qualquer outro ano da fase provisoria) tenha sido um ano civil plenamente estabilizado: a sede propria so foi inaugurada em 19/12/2019, apos operar cerca de um ano e meio no local antes da inauguracao oficial. Por isso primeiro_ano_completo e ano_coorte_candidata permanecem nulos; 2013 fica registrado apenas como fato observado/sensibilidade, nunca como coorte principal.",True,True,fonte_institucional_oficial,operacao_provisoria_documentada_sem_ano_completo_confirmado,incerteza_institucional,sob_revisao,"CEFET-MG Campus/UNED Contagem operou em espaco provisorio cedido pela FIEMG a partir do 1o semestre de 2012; a entidade so aparece no Censo Escolar a partir de 2013, defasagem tipica entre inicio real e primeira observacao administrativa. Nao ha confirmacao de que 2013 (nem qualquer outro ano da fase provisoria) tenha sido um ano civil plenamente estabilizado: a sede propria so foi inaugurada em 19/12/2019, apos operar cerca de um ano e meio no local antes da inauguracao oficial. Por isso primeiro_ano_completo e ano_coorte_candidata permanecem nulos; 2013 fica registrado apenas como fato observado/sensibilidade, nunca como coorte principal.",revisao_institucional_contagem_cefetmg
3120904,Curvelo,MG,True,2010,False,,,,2010.0,proxy_censo,,,True,False,True,False,3.0,9.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3126109,Formiga,MG,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3127701,Governador Valadares,MG,True,2010,False,,,,2010.0,proxy_censo,,,True,False,True,False,3.0,9.0,True,True,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
3134202,Ituiutaba,MG,True,2009,False,,,,2009.0,proxy_censo,,,True,False,True,False,2.0,10.0,True,False,True,,False,False,nenhuma,proxy_censo_sem_validacao_individual,proxy_primeiro_ept_federal_ativa,candidato_principal,"Primeiro ano de EPT federal ativa usado como proxy automática do Censo; sem validação institucional individual. Não confirma criação, autorização, inauguração ou início das aulas.",painel_censo_escolar
